Город;Адрес;Комментарий;График работы;Телефон;Магазин;Формат
Тобольск;15-й Микрорайон, стр. 21;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Тольятти;Ульяны Громовой  ул., д. 25;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Тольятти;Южное ш., д. 4;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Томск;Елизаровых ул., д. 13;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Томск;Мира пр., д. 30;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Томск;Пушкина ул., д. 59;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Тула;Пролетарская ул., д. 2;;;;Лента;Гипермаркет
Тюмень;Алебашевская ул., д. 19;192284, С.-Петербург, Бухарестская ул., д. 69;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Тюмень;Мельникайте ул., д. 139;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Тюмень;Республики ул., д. 291;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Тюмень;Тобольский тракт, д. 101;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Ульяновск;Олимпийский пр., д. 6;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Ульяновск;Созидателей пр., д. 112;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Уфа;Бакалинская ул., д. 27;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Уфа;Бельская ул., д. 70;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Уфа;Пархоменко ул., д. 156;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Уфа;Сипайловская ул., д. 1;192284, С.-Петербург, Бухарестская ул., д. 69;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Ханты-Мансийск;Объездная ул., д. 9;;;;Лента;Гипермаркет
Чебоксары;Тракторостроителей пр., д. 76;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Челябинск;Академика Сахарова ул., д. 15;194356, С.-Петербург, Выборгское ш., д. 11;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Челябинск;Блюхера ул., д. 126;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Челябинск;Братьев Кашириных ул., д. 75;192284, С.-Петербург, Бухарестская ул., д. 69;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Челябинск;Копейское ш., д. 62/1;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Челябинск;Черкасская ул., д. 23;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Шахты;Александровск-Грушевский пр., д. 13;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Энгельс;Красноярская ул., д. 5Б;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Энгельс;Химиков пр., д. 1, ст. 5;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Ярославль;Авиаторов пр., д. 149;197374, С.-Петербург, ул. Савушкина, д. 112;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Ярославль;Тутаевское ш., д. 1;195027, С.-Петербург, пр. Энергетиков, д. 16;"Режим работы  круглосуточно;";;Лента;Гипермаркет
Ярославль;Фрунзе пр., д. 56Д;196158, С.-Петербург, Пулковское ш., д. 33;"Режим работы  круглосуточно;";;Лента;Гипермаркет
